iter	Passed	Remaining
520	416	542
521	416	541
522	417	540
523	418	539
524	418	538
525	419	537
526	420	536
527	420	535
528	421	534
529	422	533
530	423	533
531	424	532
532	424	531
533	425	530
534	426	529
535	427	529
536	427	528
537	428	527
538	429	526
539	429	525
540	430	524
541	431	523
542	432	523
543	433	522
544	433	521
545	434	520
546	435	519
547	436	518
548	436	518
549	437	517
550	438	516
551	439	515
552	439	514
553	440	513
554	441	512
555	442	512
556	442	511
557	443	510
558	444	509
559	444	508
560	445	507
561	446	506
562	446	505
563	447	504
564	448	504
565	449	503
566	449	502
567	450	501
568	451	500
569	452	499
570	452	498
571	453	497
572	454	496
573	454	495
574	455	495
575	456	494
576	457	493
577	457	492
578	458	491
579	459	490
580	459	489
581	460	489
582	461	488
583	461	487
584	462	486
585	463	486
586	464	485
587	465	484
588	466	483
589	467	482
590	467	482
591	468	481
592	469	480
593	470	479
594	470	478
595	471	477
596	472	476
597	472	475
598	473	475
599	474	474
600	474	473
601	475	472
602	476	471
603	477	470
604	477	469
605	478	469
606	479	468
607	480	467
608	480	466
609	481	465
610	482	464
611	482	463
612	483	462
613	484	462
614	484	461
615	485	460
616	486	459
617	487	458
618	487	457
619	488	457
620	489	456
621	490	455
622	490	454
623	491	453
624	492	452
625	492	451
626	493	450
627	494	450
628	494	449
629	495	448
630	496	447
631	496	446
632	497	445
633	498	444
634	498	443
635	499	442
636	500	442
637	500	441
638	501	440
639	502	439
640	502	438
641	503	437
642	504	436
643	504	435
644	505	435
645	506	434
646	507	433
647	507	432
648	508	431
649	509	430
650	509	429
651	510	429
652	511	428
653	511	427
654	512	426
655	513	425
656	513	424
657	514	423
658	515	423
659	516	422
660	516	421
661	517	420
662	518	419
663	519	419
664	520	418
665	520	417
666	521	416
667	522	415
668	522	415
669	523	414
670	524	413
671	524	412
672	525	411
673	526	410
674	527	409
675	527	409
676	528	408
677	529	407
678	529	406
679	530	405
680	531	404
681	531	404
682	532	403
683	533	402
684	533	401
685	534	400
686	535	399
687	535	398
688	536	398
689	537	397
690	537	396
691	538	395
692	539	394
693	540	393
694	540	392
695	541	392
696	542	391
697	542	390
698	543	389
699	544	388
700	544	387
701	545	386
702	546	386
703	546	385
704	547	384
705	548	383
706	548	382
707	549	381
708	550	380
709	550	380
710	551	379
711	552	378
712	552	377
713	553	376
714	554	375
715	554	375
716	555	374
717	556	373
718	556	372
719	557	371
720	558	370
721	558	369
722	559	369
723	560	368
724	560	367
725	561	366
726	562	365
727	562	364
728	563	364
729	564	363
730	564	362
731	565	361
732	566	360
733	566	359
734	567	359
735	568	358
736	568	357
737	569	356
738	570	355
739	571	355
740	571	354
741	572	353
742	573	352
743	574	351
744	574	350
745	575	350
746	576	349
747	576	348
748	577	347
749	578	347
750	579	346
751	579	345
752	580	344
753	581	343
754	582	343
755	583	342
756	583	341
757	584	340
758	585	340
759	585	339
760	586	338
761	587	337
762	587	336
763	588	335
764	589	335
765	590	334
766	590	333
767	591	332
768	592	331
769	593	331
770	593	330
771	594	329
772	595	328
773	595	327
774	596	327
775	597	326
776	598	325
777	598	324
778	599	324
779	600	323
780	601	322
781	601	321
782	602	320
783	603	320
784	603	319
785	604	318
786	605	317
787	606	316
788	606	316
789	607	315
790	608	314
791	608	313
792	609	312
793	610	312
794	610	311
795	611	310
796	612	309
797	612	308
798	613	307
799	614	307
800	614	306
801	615	305
802	616	304
803	616	303
804	617	303
805	618	302
806	618	301
807	619	300
808	620	299
809	621	299
810	622	298
811	622	297
812	623	296
813	623	295
814	624	295
815	625	294
816	625	293
817	626	292
818	627	291
819	627	290
820	628	290
821	629	289
822	629	288
823	630	287
824	631	286
825	631	285
826	632	285
827	633	284
828	633	283
829	634	282
830	635	282
831	635	281
832	636	280
833	637	279
834	637	278
835	638	277
836	639	277
837	639	276
838	640	275
839	641	274
840	641	274
841	642	273
842	643	272
843	643	271
844	644	270
845	645	269
846	645	269
847	646	268
848	647	267
849	647	266
850	648	266
851	649	265
852	650	264
853	650	263
854	651	262
855	652	262
856	653	261
857	653	260
858	654	259
859	654	258
860	655	258
861	656	257
862	656	256
863	657	255
864	658	254
865	658	254
866	659	253
867	660	252
868	660	251
869	661	250
870	662	250
871	662	249
872	663	248
873	664	247
874	665	247
875	665	246
876	666	245
877	667	244
878	667	243
879	668	243
880	669	242
881	669	241
882	670	240
883	671	239
884	671	239
885	672	238
886	673	237
887	673	236
888	674	235
889	675	235
890	675	234
891	676	233
892	677	232
893	677	232
894	678	231
895	679	230
896	679	229
897	680	228
898	681	228
899	681	227
900	682	226
901	683	225
902	683	224
903	684	224
904	685	223
905	685	222
906	686	221
907	686	220
908	687	220
909	688	219
910	688	218
911	689	217
912	690	216
913	690	216
914	691	215
915	692	214
916	692	213
917	693	213
918	694	212
919	694	211
920	695	210
921	696	209
922	697	209
923	697	208
924	698	207
925	698	206
926	699	206
927	700	205
928	700	204
929	701	203
930	702	202
931	702	202
932	703	201
933	704	200
934	704	199
935	705	198
936	706	198
937	706	197
938	707	196
939	708	195
940	708	195
941	709	194
942	710	193
943	710	192
944	711	192
945	712	191
946	712	190
947	713	189
948	714	188
949	714	188
950	715	187
951	716	186
952	716	185
953	717	185
954	718	184
955	718	183
956	719	182
957	720	181
958	721	181
959	721	180
960	722	179
961	723	178
962	723	178
963	724	177
964	725	176
965	725	175
966	726	175
967	727	174
968	728	173
969	728	172
970	729	172
971	730	171
972	730	170
973	731	169
974	732	169
975	733	168
976	734	167
977	734	166
978	735	166
979	736	165
980	736	164
981	737	163
982	738	162
983	739	162
984	739	161
985	740	160
986	741	159
987	742	159
988	742	158
989	743	157
990	744	156
991	744	156
992	745	155
993	746	154
994	747	153
995	747	153
996	748	152
997	749	151
998	750	150
999	750	150
1000	751	149
1001	752	148
1002	753	147
1003	753	147
1004	754	146
1005	755	145
1006	756	144
1007	756	144
1008	757	143
1009	758	142
1010	758	141
1011	759	141
1012	760	140
1013	761	139
1014	761	138
1015	762	138
1016	763	137
1017	763	136
1018	764	135
1019	765	135
1020	766	134
1021	766	133
1022	767	132
1023	768	132
1024	769	131
1025	769	130
1026	770	129
1027	771	129
1028	771	128
1029	772	127
1030	773	126
1031	774	126
1032	774	125
1033	775	124
1034	776	123
1035	777	123
1036	778	122
1037	778	121
1038	779	120
1039	780	120
1040	781	119
1041	782	118
1042	782	117
1043	783	117
1044	784	116
1045	784	115
1046	785	114
1047	786	114
1048	787	113
1049	788	112
1050	788	111
1051	789	111
1052	790	110
1053	791	109
1054	792	108
1055	792	108
1056	793	107
1057	794	106
1058	794	105
1059	795	105
1060	796	104
1061	796	103
1062	797	102
1063	798	102
1064	798	101
1065	799	100
1066	800	99
1067	800	98
1068	802	98
1069	803	97
1070	803	96
1071	804	96
1072	805	95
1073	806	94
1074	806	93
1075	807	93
1076	807	92
1077	808	91
1078	809	90
1079	810	90
1080	810	89
1081	811	88
1082	812	87
1083	813	87
1084	813	86
1085	814	85
1086	815	84
1087	816	84
1088	816	83
1089	817	82
1090	818	81
1091	818	80
1092	819	80
1093	820	79
1094	821	78
1095	821	77
1096	822	77
1097	823	76
1098	823	75
1099	824	74
1100	825	74
1101	826	73
1102	826	72
1103	827	71
1104	828	71
1105	829	70
1106	830	69
1107	830	68
1108	831	68
1109	832	67
1110	833	66
1111	833	65
1112	834	65
1113	835	64
1114	836	63
1115	836	62
1116	837	62
1117	838	61
1118	838	60
1119	839	59
1120	840	59
1121	841	58
1122	842	57
1123	842	56
1124	843	56
1125	844	55
1126	845	54
1127	846	54
1128	847	53
1129	847	52
1130	848	51
1131	849	51
1132	850	50
1133	851	49
1134	851	48
1135	852	48
1136	853	47
1137	854	46
1138	854	45
1139	855	45
1140	856	44
1141	856	43
1142	857	42
1143	858	42
1144	858	41
1145	859	40
1146	860	39
1147	861	39
1148	862	38
1149	862	37
1150	863	36
1151	864	36
1152	865	35
1153	865	34
1154	866	33
1155	867	33
1156	868	32
1157	868	31
1158	869	30
1159	870	30
1160	871	29
1161	871	28
1162	872	27
1163	873	27
1164	873	26
1165	874	25
1166	875	24
1167	876	24
1168	877	23
1169	878	22
1170	879	21
1171	879	21
1172	880	20
1173	881	19
1174	882	18
1175	883	18
1176	883	17
1177	884	16
1178	885	15
1179	886	15
1180	886	14
1181	887	13
1182	888	12
1183	889	12
1184	889	11
1185	890	10
1186	891	9
1187	891	9
1188	892	8
1189	893	7
1190	893	6
1191	894	6
1192	895	5
1193	896	4
1194	896	3
1195	897	3
1196	898	2
1197	899	1
1198	900	0
1199	900	0
